stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	preferredName_A_Disease	preferredName_B_Disease	disease
9606.ENSP00000256078	9606.ENSP00000371067	KRAS	JAK2	9606	high (0.8 <= score < 1)	T-ALL;acute leukemia;leukemia;ALL;ALL	acute leukemia;leukemia;ALL;ALL	T-ALL;acute leukemia;leukemia;ALL;ALL::acute leukemia;leukemia;ALL;ALL
9606.ENSP00000256078	9606.ENSP00000379658	KRAS	ETV6	9606	high (0.8 <= score < 1)	T-ALL;acute leukemia;leukemia;ALL;ALL	T-ALL;ALL;AML	T-ALL;acute leukemia;leukemia;ALL;ALL::T-ALL;ALL;AML
9606.ENSP00000256078	9606.ENSP00000379658	KRAS	ETV6	9606	high (0.8 <= score < 1)	T-ALL;acute leukemia;leukemia;ALL;ALL	T-ALL;ALL;AML	T-ALL;acute leukemia;leukemia;ALL;ALL::T-ALL;ALL;AML
9606.ENSP00000256078	9606.ENSP00000288135	KRAS	KIT	9606	high (0.8 <= score < 1)	T-ALL;acute leukemia;leukemia;ALL;ALL	NA	T-ALL;acute leukemia;leukemia;ALL;ALL::NA
9606.ENSP00000256078	9606.ENSP00000288135	KRAS	KIT	9606	high (0.8 <= score < 1)	T-ALL;acute leukemia;leukemia;ALL;ALL	NA	T-ALL;acute leukemia;leukemia;ALL;ALL::NA
9606.ENSP00000256078	9606.ENSP00000358548	KRAS	NRAS	9606	high (0.8 <= score < 1)	T-ALL;acute leukemia;leukemia;ALL;ALL	T-ALL;acute leukemia;leukemia;ALL;leukemias;AML;AML;ALL	T-ALL;acute leukemia;leukemia;ALL;ALL::T-ALL;acute leukemia;leukemia;ALL;leukemias;AML;AML;ALL
9606.ENSP00000256078	9606.ENSP00000358548	KRAS	NRAS	9606	high (0.8 <= score < 1)	T-ALL;acute leukemia;leukemia;ALL;ALL	T-ALL;acute leukemia;leukemia;ALL;leukemias;AML;AML;ALL	T-ALL;acute leukemia;leukemia;ALL;ALL::T-ALL;acute leukemia;leukemia;ALL;leukemias;AML;AML;ALL
9606.ENSP00000256078	9606.ENSP00000340944	KRAS	PTPN11	9606	high (0.8 <= score < 1)	T-ALL;acute leukemia;leukemia;ALL;ALL	acute leukemia;leukemia;ALL;AML;ALL	T-ALL;acute leukemia;leukemia;ALL;ALL::acute leukemia;leukemia;ALL;AML;ALL
9606.ENSP00000256078	9606.ENSP00000340944	KRAS	PTPN11	9606	high (0.8 <= score < 1)	T-ALL;acute leukemia;leukemia;ALL;ALL	acute leukemia;leukemia;ALL;AML;ALL	T-ALL;acute leukemia;leukemia;ALL;ALL::acute leukemia;leukemia;ALL;AML;ALL
9606.ENSP00000256078	9606.ENSP00000351015	KRAS	NF1	9606	high (0.8 <= score < 1)	T-ALL;acute leukemia;leukemia;ALL;ALL	acute leukemia;leukemia;ALL;AML	T-ALL;acute leukemia;leukemia;ALL;ALL::acute leukemia;leukemia;ALL;AML
9606.ENSP00000256078	9606.ENSP00000351015	KRAS	NF1	9606	high (0.8 <= score < 1)	T-ALL;acute leukemia;leukemia;ALL;ALL	acute leukemia;leukemia;ALL;AML	T-ALL;acute leukemia;leukemia;ALL;ALL::acute leukemia;leukemia;ALL;AML
9606.ENSP00000256474	9606.ENSP00000258149	VHL	MDM2	9606	Low (score <0.5)	AML	AML;AML;leukemia;leukemia;leukemia;AML;Leukemia;leukemia	AML::AML;AML;leukemia;leukemia;leukemia;AML;Leukemia;leukemia
9606.ENSP00000256474	9606.ENSP00000258149	VHL	MDM2	9606	Low (score <0.5)	AML	AML;AML;leukemia;leukemia;leukemia;AML;Leukemia;leukemia	AML::AML;AML;leukemia;leukemia;leukemia;AML;Leukemia;leukemia
9606.ENSP00000256474	9606.ENSP00000262367	VHL	CREBBP	9606	Low (score <0.5)	AML	ALL;B-ALL;-ALL;ALL	AML::ALL;B-ALL;-ALL;ALL
9606.ENSP00000256474	9606.ENSP00000262367	VHL	CREBBP	9606	Low (score <0.5)	AML	ALL;B-ALL;-ALL;ALL	AML::ALL;B-ALL;-ALL;ALL
9606.ENSP00000256474	9606.ENSP00000354558	VHL	MTOR	9606	Low (score <0.5)	AML	NA	AML::NA
9606.ENSP00000256474	9606.ENSP00000354558	VHL	MTOR	9606	Low (score <0.5)	AML	NA	AML::NA
9606.ENSP00000256474	9606.ENSP00000361021	VHL	PTEN	9606	Low (score <0.5)	AML	T-ALL;ALL	AML::T-ALL;ALL
9606.ENSP00000256474	9606.ENSP00000361021	VHL	PTEN	9606	Low (score <0.5)	AML	T-ALL;ALL	AML::T-ALL;ALL
9606.ENSP00000256474	9606.ENSP00000263754	VHL	KAT2B	9606	Medium (0.5 <= score < 0.8)	AML	NA	AML::NA
9606.ENSP00000256474	9606.ENSP00000263754	VHL	KAT2B	9606	Medium (0.5 <= score < 0.8)	AML	NA	AML::NA
9606.ENSP00000256474	9606.ENSP00000413720	VHL	CDKN1C	9606	Medium (0.5 <= score < 0.8)	AML	AML;ALL;ALL;ALL	AML::AML;ALL;ALL;ALL
9606.ENSP00000256474	9606.ENSP00000413720	VHL	CDKN1C	9606	Medium (0.5 <= score < 0.8)	AML	AML;ALL;ALL;ALL	AML::AML;ALL;ALL;ALL
9606.ENSP00000256474	9606.ENSP00000329357	VHL	SP1	9606	Medium (0.5 <= score < 0.8)	AML	leukaemia;AML	AML::leukaemia;AML
9606.ENSP00000256474	9606.ENSP00000329357	VHL	SP1	9606	Medium (0.5 <= score < 0.8)	AML	leukaemia;AML	AML::leukaemia;AML
9606.ENSP00000256474	9606.ENSP00000451828	VHL	AKT1	9606	Medium (0.5 <= score < 0.8)	AML	acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL	AML::acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL
9606.ENSP00000256474	9606.ENSP00000451828	VHL	AKT1	9606	Medium (0.5 <= score < 0.8)	AML	acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL	AML::acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL
9606.ENSP00000256474	9606.ENSP00000479618	VHL	MYC	9606	Medium (0.5 <= score < 0.8)	AML	T-ALL;AML	AML::T-ALL;AML
9606.ENSP00000256474	9606.ENSP00000479618	VHL	MYC	9606	Medium (0.5 <= score < 0.8)	AML	T-ALL;AML	AML::T-ALL;AML
9606.ENSP00000256474	9606.ENSP00000418915	VHL	CDKN2A	9606	Medium (0.5 <= score < 0.8)	AML	ALL	AML::ALL
9606.ENSP00000256474	9606.ENSP00000418915	VHL	CDKN2A	9606	Medium (0.5 <= score < 0.8)	AML	ALL	AML::ALL
9606.ENSP00000256474	9606.ENSP00000278616	VHL	ATM	9606	high (0.8 <= score < 1)	AML	MLL;AML	AML::MLL;AML
9606.ENSP00000256474	9606.ENSP00000278616	VHL	ATM	9606	high (0.8 <= score < 1)	AML	MLL;AML	AML::MLL;AML
9606.ENSP00000256474	9606.ENSP00000263377	VHL	BRD4	9606	high (0.8 <= score < 1)	AML	Acute Myeloid Leukemia;AML;leukemia	AML::Acute Myeloid Leukemia;AML;leukemia
9606.ENSP00000256474	9606.ENSP00000263377	VHL	BRD4	9606	high (0.8 <= score < 1)	AML	Acute Myeloid Leukemia;AML;leukemia	AML::Acute Myeloid Leukemia;AML;leukemia
9606.ENSP00000256474	9606.ENSP00000269305	VHL	TP53	9606	high (0.8 <= score < 1)	AML	AML;acute myeloid leukemia;AML;AML;leukemia;AML;leukemia;AML;leukemia;AML;AML;AML;AML;ALL;AML;acute promyelocytic leukemia;AML;AML;AML;Leukemia;leukemia;AML;AML;T-ALL;AML	AML::AML;acute myeloid leukemia;AML;AML;leukemia;AML;leukemia;AML;leukemia;AML;AML;AML;AML;ALL;AML;acute promyelocytic leukemia;AML;AML;AML;Leukemia;leukemia;AML;AML;T-ALL;AML
9606.ENSP00000256474	9606.ENSP00000269305	VHL	TP53	9606	high (0.8 <= score < 1)	AML	AML;acute myeloid leukemia;AML;AML;leukemia;AML;leukemia;AML;leukemia;AML;AML;AML;AML;ALL;AML;acute promyelocytic leukemia;AML;AML;AML;Leukemia;leukemia;AML;AML;T-ALL;AML	AML::AML;acute myeloid leukemia;AML;AML;leukemia;AML;leukemia;AML;leukemia;AML;AML;AML;AML;ALL;AML;acute promyelocytic leukemia;AML;AML;AML;Leukemia;leukemia;AML;AML;T-ALL;AML
9606.ENSP00000256474	9606.ENSP00000263253	VHL	EP300	9606	high (0.8 <= score < 1)	AML	B-ALL;-ALL;ALL	AML::B-ALL;-ALL;ALL
9606.ENSP00000256474	9606.ENSP00000263253	VHL	EP300	9606	high (0.8 <= score < 1)	AML	B-ALL;-ALL;ALL	AML::B-ALL;-ALL;ALL
9606.ENSP00000257290	9606.ENSP00000282030	PDGFRA	SETBP1	9606	Low (score <0.5)	ALL	AML	ALL::AML
9606.ENSP00000257290	9606.ENSP00000282030	PDGFRA	SETBP1	9606	Low (score <0.5)	ALL	AML	ALL::AML
9606.ENSP00000257290	9606.ENSP00000442788	PDGFRA	TET2	9606	Low (score <0.5)	ALL	T-ALL;AML;leukemia;ALL;B-ALL;leukemia;ALL;AML;AML	ALL::T-ALL;AML;leukemia;ALL;B-ALL;leukemia;ALL;AML;AML
9606.ENSP00000257290	9606.ENSP00000442788	PDGFRA	TET2	9606	Low (score <0.5)	ALL	T-ALL;AML;leukemia;ALL;B-ALL;leukemia;ALL;AML;AML	ALL::T-ALL;AML;leukemia;ALL;B-ALL;leukemia;ALL;AML;AML
9606.ENSP00000257290	9606.ENSP00000451828	PDGFRA	AKT1	9606	Low (score <0.5)	ALL	acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL	ALL::acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL
9606.ENSP00000257290	9606.ENSP00000451828	PDGFRA	AKT1	9606	Low (score <0.5)	ALL	acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL	ALL::acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL
9606.ENSP00000257290	9606.ENSP00000327758	PDGFRA	NKX2-5	9606	Low (score <0.5)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000257290	9606.ENSP00000327758	PDGFRA	NKX2-5	9606	Low (score <0.5)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000257290	9606.ENSP00000320147	PDGFRA	EZH2	9606	Low (score <0.5)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000257290	9606.ENSP00000320147	PDGFRA	EZH2	9606	Low (score <0.5)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000257290	9606.ENSP00000278616	PDGFRA	ATM	9606	Low (score <0.5)	ALL	MLL;AML	ALL::MLL;AML
9606.ENSP00000257290	9606.ENSP00000278616	PDGFRA	ATM	9606	Low (score <0.5)	ALL	MLL;AML	ALL::MLL;AML
9606.ENSP00000257290	9606.ENSP00000366347	PDGFRA	NKX2-2	9606	Low (score <0.5)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000257290	9606.ENSP00000366347	PDGFRA	NKX2-2	9606	Low (score <0.5)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000257290	9606.ENSP00000331327	PDGFRA	WT1	9606	Low (score <0.5)	ALL	T-ALL;AML;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;AML;AML;AML;T-ALL;AML	ALL::T-ALL;AML;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;AML;AML;AML;T-ALL;AML
9606.ENSP00000257290	9606.ENSP00000331327	PDGFRA	WT1	9606	Low (score <0.5)	ALL	T-ALL;AML;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;AML;AML;AML;T-ALL;AML	ALL::T-ALL;AML;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;AML;AML;AML;T-ALL;AML
9606.ENSP00000257290	9606.ENSP00000354558	PDGFRA	MTOR	9606	Low (score <0.5)	ALL	NA	ALL::NA
9606.ENSP00000257290	9606.ENSP00000354558	PDGFRA	MTOR	9606	Low (score <0.5)	ALL	NA	ALL::NA
9606.ENSP00000257290	9606.ENSP00000356150	PDGFRA	MDM4	9606	Medium (0.5 <= score < 0.8)	ALL	AML	ALL::AML
9606.ENSP00000257290	9606.ENSP00000356150	PDGFRA	MDM4	9606	Medium (0.5 <= score < 0.8)	ALL	AML	ALL::AML
9606.ENSP00000257290	9606.ENSP00000296930	PDGFRA	NPM1	9606	Medium (0.5 <= score < 0.8)	ALL	AML;leukemia;AML;AML;AML	ALL::AML;leukemia;AML;AML;AML
9606.ENSP00000257290	9606.ENSP00000296930	PDGFRA	NPM1	9606	Medium (0.5 <= score < 0.8)	ALL	AML;leukemia;AML;AML;AML	ALL::AML;leukemia;AML;AML;AML
9606.ENSP00000257290	9606.ENSP00000276925	PDGFRA	CDKN2B	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL;AML;ALL;ALL;acute leukemias;ALL;acute leukemia;AML;ALL;ALL	ALL::T-ALL;AML;ALL;ALL;acute leukemias;ALL;acute leukemia;AML;ALL;ALL
9606.ENSP00000257290	9606.ENSP00000276925	PDGFRA	CDKN2B	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL;AML;ALL;ALL;acute leukemias;ALL;acute leukemia;AML;ALL;ALL	ALL::T-ALL;AML;ALL;ALL;acute leukemias;ALL;acute leukemia;AML;ALL;ALL
9606.ENSP00000257290	9606.ENSP00000379658	PDGFRA	ETV6	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL;ALL;AML	ALL::T-ALL;ALL;AML
9606.ENSP00000257290	9606.ENSP00000379658	PDGFRA	ETV6	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL;ALL;AML	ALL::T-ALL;ALL;AML
9606.ENSP00000257290	9606.ENSP00000281708	PDGFRA	FBXW7	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000257290	9606.ENSP00000281708	PDGFRA	FBXW7	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000257290	9606.ENSP00000479618	PDGFRA	MYC	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL;AML	ALL::T-ALL;AML
9606.ENSP00000257290	9606.ENSP00000479618	PDGFRA	MYC	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL;AML	ALL::T-ALL;AML
9606.ENSP00000257290	9606.ENSP00000277541	PDGFRA	NOTCH1	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL;leukaemia;T-cell ALL	ALL::T-ALL;leukaemia;T-cell ALL
9606.ENSP00000257290	9606.ENSP00000277541	PDGFRA	NOTCH1	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL;leukaemia;T-cell ALL	ALL::T-ALL;leukaemia;T-cell ALL
9606.ENSP00000257290	9606.ENSP00000331897	PDGFRA	IDH2	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL;AML;AML	ALL::T-ALL;AML;AML
9606.ENSP00000257290	9606.ENSP00000331897	PDGFRA	IDH2	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL;AML;AML	ALL::T-ALL;AML;AML
9606.ENSP00000257290	9606.ENSP00000339804	PDGFRA	TSLP	9606	Medium (0.5 <= score < 0.8)	ALL	ALL	ALL::ALL
9606.ENSP00000257290	9606.ENSP00000339804	PDGFRA	TSLP	9606	Medium (0.5 <= score < 0.8)	ALL	ALL	ALL::ALL
9606.ENSP00000257290	9606.ENSP00000263851	PDGFRA	IL7	9606	Medium (0.5 <= score < 0.8)	ALL	leukaemia	ALL::leukaemia
9606.ENSP00000257290	9606.ENSP00000263851	PDGFRA	IL7	9606	Medium (0.5 <= score < 0.8)	ALL	leukaemia	ALL::leukaemia
9606.ENSP00000257290	9606.ENSP00000431885	PDGFRA	TYK2	9606	Medium (0.5 <= score < 0.8)	ALL	acute leukemia;leukemia;ALL	ALL::acute leukemia;leukemia;ALL
9606.ENSP00000257290	9606.ENSP00000431885	PDGFRA	TYK2	9606	Medium (0.5 <= score < 0.8)	ALL	acute leukemia;leukemia;ALL	ALL::acute leukemia;leukemia;ALL
9606.ENSP00000257290	9606.ENSP00000345492	PDGFRA	SH2B3	9606	Medium (0.5 <= score < 0.8)	ALL	ALL	ALL::ALL
9606.ENSP00000257290	9606.ENSP00000345492	PDGFRA	SH2B3	9606	Medium (0.5 <= score < 0.8)	ALL	ALL	ALL::ALL
9606.ENSP00000257290	9606.ENSP00000418915	PDGFRA	CDKN2A	9606	Medium (0.5 <= score < 0.8)	ALL	ALL	ALL::ALL
9606.ENSP00000257290	9606.ENSP00000418915	PDGFRA	CDKN2A	9606	Medium (0.5 <= score < 0.8)	ALL	ALL	ALL::ALL
9606.ENSP00000257290	9606.ENSP00000310036	PDGFRA	CD34	9606	Medium (0.5 <= score < 0.8)	ALL	AML;AML;acute myeloid leukemia;MLL;ALL;leukemia;leukaemia;leukemia;leukaemia	ALL::AML;AML;acute myeloid leukemia;MLL;ALL;leukemia;leukaemia;leukemia;leukaemia
9606.ENSP00000257290	9606.ENSP00000310036	PDGFRA	CD34	9606	Medium (0.5 <= score < 0.8)	ALL	AML;AML;acute myeloid leukemia;MLL;ALL;leukemia;leukaemia;leukemia;leukaemia	ALL::AML;AML;acute myeloid leukemia;MLL;ALL;leukemia;leukaemia;leukemia;leukaemia
9606.ENSP00000257290	9606.ENSP00000269305	PDGFRA	TP53	9606	Medium (0.5 <= score < 0.8)	ALL	AML;acute myeloid leukemia;AML;AML;leukemia;AML;leukemia;AML;leukemia;AML;AML;AML;AML;ALL;AML;acute promyelocytic leukemia;AML;AML;AML;Leukemia;leukemia;AML;AML;T-ALL;AML	ALL::AML;acute myeloid leukemia;AML;AML;leukemia;AML;leukemia;AML;leukemia;AML;AML;AML;AML;ALL;AML;acute promyelocytic leukemia;AML;AML;AML;Leukemia;leukemia;AML;AML;T-ALL;AML
9606.ENSP00000257290	9606.ENSP00000269305	PDGFRA	TP53	9606	Medium (0.5 <= score < 0.8)	ALL	AML;acute myeloid leukemia;AML;AML;leukemia;AML;leukemia;AML;leukemia;AML;AML;AML;AML;ALL;AML;acute promyelocytic leukemia;AML;AML;AML;Leukemia;leukemia;AML;AML;T-ALL;AML	ALL::AML;acute myeloid leukemia;AML;AML;leukemia;AML;leukemia;AML;leukemia;AML;AML;AML;AML;ALL;AML;acute promyelocytic leukemia;AML;AML;AML;Leukemia;leukemia;AML;AML;T-ALL;AML
9606.ENSP00000257290	9606.ENSP00000391676	PDGFRA	JAK3	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000257290	9606.ENSP00000391676	PDGFRA	JAK3	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000257290	9606.ENSP00000351015	PDGFRA	NF1	9606	Medium (0.5 <= score < 0.8)	ALL	acute leukemia;leukemia;ALL;AML	ALL::acute leukemia;leukemia;ALL;AML
9606.ENSP00000257290	9606.ENSP00000351015	PDGFRA	NF1	9606	Medium (0.5 <= score < 0.8)	ALL	acute leukemia;leukemia;ALL;AML	ALL::acute leukemia;leukemia;ALL;AML
9606.ENSP00000257290	9606.ENSP00000331040	PDGFRA	OLIG2	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000257290	9606.ENSP00000331040	PDGFRA	OLIG2	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000257290	9606.ENSP00000361021	PDGFRA	PTEN	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL;ALL	ALL::T-ALL;ALL
9606.ENSP00000257290	9606.ENSP00000361021	PDGFRA	PTEN	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL;ALL	ALL::T-ALL;ALL
9606.ENSP00000257290	9606.ENSP00000293328	PDGFRA	STAT5B	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000257290	9606.ENSP00000293328	PDGFRA	STAT5B	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000257290	9606.ENSP00000258149	PDGFRA	MDM2	9606	high (0.8 <= score < 1)	ALL	AML;AML;leukemia;leukemia;leukemia;AML;Leukemia;leukemia	ALL::AML;AML;leukemia;leukemia;leukemia;AML;Leukemia;leukemia
9606.ENSP00000257290	9606.ENSP00000258149	PDGFRA	MDM2	9606	high (0.8 <= score < 1)	ALL	AML;AML;leukemia;leukemia;leukemia;AML;Leukemia;leukemia	ALL::AML;AML;leukemia;leukemia;leukemia;AML;Leukemia;leukemia
9606.ENSP00000257290	9606.ENSP00000264033	PDGFRA	CBL	9606	high (0.8 <= score < 1)	ALL	AML;leukemia	ALL::AML;leukemia
9606.ENSP00000257290	9606.ENSP00000264033	PDGFRA	CBL	9606	high (0.8 <= score < 1)	ALL	AML;leukemia	ALL::AML;leukemia
9606.ENSP00000257290	9606.ENSP00000371067	PDGFRA	JAK2	9606	high (0.8 <= score < 1)	ALL	acute leukemia;leukemia;ALL;ALL	ALL::acute leukemia;leukemia;ALL;ALL
9606.ENSP00000257290	9606.ENSP00000371067	PDGFRA	JAK2	9606	high (0.8 <= score < 1)	ALL	acute leukemia;leukemia;ALL;ALL	ALL::acute leukemia;leukemia;ALL;ALL
9606.ENSP00000257290	9606.ENSP00000343204	PDGFRA	JAK1	9606	high (0.8 <= score < 1)	ALL	T-ALL;ALL	ALL::T-ALL;ALL
9606.ENSP00000257290	9606.ENSP00000343204	PDGFRA	JAK1	9606	high (0.8 <= score < 1)	ALL	T-ALL;ALL	ALL::T-ALL;ALL
9606.ENSP00000257290	9606.ENSP00000358548	PDGFRA	NRAS	9606	high (0.8 <= score < 1)	ALL	T-ALL;acute leukemia;leukemia;ALL;leukemias;AML;AML;ALL	ALL::T-ALL;acute leukemia;leukemia;ALL;leukemias;AML;AML;ALL
9606.ENSP00000257290	9606.ENSP00000358548	PDGFRA	NRAS	9606	high (0.8 <= score < 1)	ALL	T-ALL;acute leukemia;leukemia;ALL;leukemias;AML;AML;ALL	ALL::T-ALL;acute leukemia;leukemia;ALL;leukemias;AML;AML;ALL
9606.ENSP00000257290	9606.ENSP00000340944	PDGFRA	PTPN11	9606	high (0.8 <= score < 1)	ALL	acute leukemia;leukemia;ALL;AML;ALL	ALL::acute leukemia;leukemia;ALL;AML;ALL
9606.ENSP00000257290	9606.ENSP00000340944	PDGFRA	PTPN11	9606	high (0.8 <= score < 1)	ALL	acute leukemia;leukemia;ALL;AML;ALL	ALL::acute leukemia;leukemia;ALL;AML;ALL
9606.ENSP00000257290	9606.ENSP00000261799	PDGFRA	PDGFRB	9606	high (0.8 <= score < 1)	ALL	ALL	ALL::ALL
9606.ENSP00000257290	9606.ENSP00000261799	PDGFRA	PDGFRB	9606	high (0.8 <= score < 1)	ALL	ALL	ALL::ALL
9606.ENSP00000257290	9606.ENSP00000428056	PDGFRA	PIK3R1	9606	high (0.8 <= score < 1)	ALL	AML;AML	ALL::AML;AML
9606.ENSP00000257290	9606.ENSP00000428056	PDGFRA	PIK3R1	9606	high (0.8 <= score < 1)	ALL	AML;AML	ALL::AML;AML
9606.ENSP00000257430	9606.ENSP00000361021	APC	PTEN	9606	Low (score <0.5)	AML;leukemia	T-ALL;ALL	AML;leukemia::T-ALL;ALL
9606.ENSP00000257430	9606.ENSP00000361021	APC	PTEN	9606	Low (score <0.5)	AML;leukemia	T-ALL;ALL	AML;leukemia::T-ALL;ALL
9606.ENSP00000257430	9606.ENSP00000451828	APC	AKT1	9606	Low (score <0.5)	AML;leukemia	acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL	AML;leukemia::acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL
9606.ENSP00000257430	9606.ENSP00000451828	APC	AKT1	9606	Low (score <0.5)	AML;leukemia	acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL	AML;leukemia::acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL
9606.ENSP00000257430	9606.ENSP00000479618	APC	MYC	9606	Medium (0.5 <= score < 0.8)	AML;leukemia	T-ALL;AML	AML;leukemia::T-ALL;AML
9606.ENSP00000257430	9606.ENSP00000479618	APC	MYC	9606	Medium (0.5 <= score < 0.8)	AML;leukemia	T-ALL;AML	AML;leukemia::T-ALL;AML
9606.ENSP00000257430	9606.ENSP00000269305	APC	TP53	9606	Medium (0.5 <= score < 0.8)	AML;leukemia	AML;acute myeloid leukemia;AML;AML;leukemia;AML;leukemia;AML;leukemia;AML;AML;AML;AML;ALL;AML;acute promyelocytic leukemia;AML;AML;AML;Leukemia;leukemia;AML;AML;T-ALL;AML	AML;leukemia::AML;acute myeloid leukemia;AML;AML;leukemia;AML;leukemia;AML;leukemia;AML;AML;AML;AML;ALL;AML;acute promyelocytic leukemia;AML;AML;AML;Leukemia;leukemia;AML;AML;T-ALL;AML
9606.ENSP00000257430	9606.ENSP00000269305	APC	TP53	9606	Medium (0.5 <= score < 0.8)	AML;leukemia	AML;acute myeloid leukemia;AML;AML;leukemia;AML;leukemia;AML;leukemia;AML;AML;AML;AML;ALL;AML;acute promyelocytic leukemia;AML;AML;AML;Leukemia;leukemia;AML;AML;T-ALL;AML	AML;leukemia::AML;acute myeloid leukemia;AML;AML;leukemia;AML;leukemia;AML;leukemia;AML;AML;AML;AML;ALL;AML;acute promyelocytic leukemia;AML;AML;AML;Leukemia;leukemia;AML;AML;T-ALL;AML
9606.ENSP00000257430	9606.ENSP00000265165	APC	LEF1	9606	high (0.8 <= score < 1)	AML;leukemia	T-ALL	AML;leukemia::T-ALL
9606.ENSP00000257430	9606.ENSP00000265165	APC	LEF1	9606	high (0.8 <= score < 1)	AML;leukemia	T-ALL	AML;leukemia::T-ALL
9606.ENSP00000257430	9606.ENSP00000277541	APC	NOTCH1	9606	high (0.8 <= score < 1)	AML;leukemia	T-ALL;leukaemia;T-cell ALL	AML;leukemia::T-ALL;leukaemia;T-cell ALL
9606.ENSP00000257430	9606.ENSP00000277541	APC	NOTCH1	9606	high (0.8 <= score < 1)	AML;leukemia	T-ALL;leukaemia;T-cell ALL	AML;leukemia::T-ALL;leukaemia;T-cell ALL
9606.ENSP00000257818	9606.ENSP00000264010	LMO2	CTCF	9606	Low (score <0.5)	T-ALL	NA	T-ALL::NA
9606.ENSP00000257818	9606.ENSP00000264010	LMO2	CTCF	9606	Low (score <0.5)	T-ALL	NA	T-ALL::NA
9606.ENSP00000257818	9606.ENSP00000307411	LMO2	MLLT10	9606	Low (score <0.5)	T-ALL	T-ALL;AML;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;AML;AML	T-ALL::T-ALL;AML;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;AML;AML
9606.ENSP00000257818	9606.ENSP00000307411	LMO2	MLLT10	9606	Low (score <0.5)	T-ALL	T-ALL;AML;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;AML;AML	T-ALL::T-ALL;AML;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;AML;AML
9606.ENSP00000257818	9606.ENSP00000371067	LMO2	JAK2	9606	Low (score <0.5)	T-ALL	acute leukemia;leukemia;ALL;ALL	T-ALL::acute leukemia;leukemia;ALL;ALL
9606.ENSP00000257818	9606.ENSP00000371067	LMO2	JAK2	9606	Low (score <0.5)	T-ALL	acute leukemia;leukemia;ALL;ALL	T-ALL::acute leukemia;leukemia;ALL;ALL
9606.ENSP00000257818	9606.ENSP00000329097	LMO2	PHF6	9606	Low (score <0.5)	T-ALL	T-ALL;leukemias;AML	T-ALL::T-ALL;leukemias;AML
